Text,Code
"Further studies of the immunologic characteristics of bronchoalveolar lavage cells from HTLV-I or -II infected humans are needed, especially in persons with a history of recurrent pneumonia or acute bronchitis but without myelopathy or uveitis",0
Is it true that he became a professor in 1820,1
Why are sea otters nearly extinct,1
"For the first time in history, all nonemergency civilian aircraft in the United States were grounded, stranding tens of thousands of passengers across the country",0
"For a good panoramic view of Halifax and a sense of its important military history, make your way around the grassy slopes leading to the star-shaped Citadel, from which a cannon-shot has boomed across the town each day at noon since the 1850s",0
"Time describes Milosevic as ""one of the great losers of history"" but then wonders if he's crafty enough to outmaneuver NATO anyway",0
"Heche got better reviews than the heterosexual Harrison Ford in last spring's hapless comedy Six Days, Seven Nights , and today she reprises Janet Leigh's role in Psycho as the most notorious murder victim in film history",0
Did Grover Cleveland support women's suffrage,1
Who assassinated Lincoln,1
"But, for the first time in history, there is now a relatively open market for oil",0
"Bennett, who had spent the weekend on Meet the Press and CNN's Late Edition making veiled and not-so-veiled threats to dredge up Paula Jones' sexual history (threats from which he backed off later in the week), was pushing a counterproductive tactic even further",0
How did Fillmore ascend to the presidency,1
"From the standpoint of human history, race is not the distinctive American condition--freedom and prosperity are",0
And history always seeps back in,0
Modern Nepalese history really begins with the arrival of a dynamic leader bent on unifying the country,0
"The Philatelic Museum (Bélyeg Múzeum) contains every stamp issued by the country from 1871 onwards, and so provides its own miniature pictorial history of the country",0
Have kangaroos fared well since European settlement,1
"In this light the history of the universe according to Taoist thought can be either depressing or exhilarating, depending on one's point of view; at any rate it seems true enough as far as the Big Picture goes: First there was nothing",0
What order do penguins belong to,1
"The piece includes a ""world history"" chart for the years 1980-2020: ""Immigrants drive revival of family"" in 2014-16",0
"The fact is the history of the abuses in that H-2 program, which has been documented time and time again, cannot be corrected without effective representation, as you could easily contemplate guest workers coming here for a short period of time, hoping to come back again, anxious to pick up a wage considerably higher than the wage they might be making in their own country, have no individual ability and no effective collective ability to enforce the protections that the US law is supposed to guarantee them",0
What did Coolidge do after graduating from Amherst,1
What happened in the election of 1816,1
